chk_acct,duration,credit_his,purpose,amount,saving_acct,present_emp,installment_rate,sex_status,other_debtor,present_resid,property,age,other_install,housing,n_credits,job,n_people,telephone,response
No account,15,existing credits paid back duly till now,education,1532,[100 - 500),[1 - 4) Y,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),car or other,31,No credits,own,1,j_skilled employee/official,1,none,0
No account,4,existing credits paid back duly till now,radio/television,1503,< 100 €,[4 - 7) Y,[20- 25),male:single,none,res < 1Y,real estate,42,No credits,own,2,j_unskilled,2,none,0
CC < 0 €,36,no credits taken/all credits paid back duly,radio/television,2302,< 100 €,[1 - 4) Y,>35%,male:divorced/separated,none,res >7Y,car or other,31,No credits,rent,1,j_skilled employee/official,1,none,1
CC < 0 €,6,no credits taken/all credits paid back duly,car (new),662,< 100 €,< 1 Y,[25- 35),male:single,none,res >7Y,real estate,41,No credits,own,1,j_unskilled,2,"yes, registered under the customers name",0
CC [0 - 200 €],36,no credits taken/all credits paid back duly,education,2273,< 100 €,[4 - 7) Y,[25- 35),male:single,none,res < 1Y,car or other,32,No credits,own,2,j_skilled employee/official,2,none,0
CC [0 - 200 €],15,no credits taken/all credits paid back duly,car (new),2631,[100 - 500),[1 - 4) Y,[20- 25),female:divorced/separated/married,none,res >7Y,car or other,28,No credits,rent,2,j_skilled employee/official,1,"yes, registered under the customers name",1
No account,12,all credits at this bank paid back duly,car (used),1503,< 100 €,[1 - 4) Y,>35%,male:married/widowed,none,res >7Y,real estate,41,No credits,rent,1,j_skilled employee/official,1,none,0
No account,24,no credits taken/all credits paid back duly,radio/television,1311,[100 - 500),[4 - 7) Y,>35%,male:married/widowed,none,res_[res >7Y- 7),Savings agreement/life insurance,26,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,24,no credits taken/all credits paid back duly,radio/television,3105,unknown/ no savings account,< 1 Y,>35%,male:single,none,res_[1- res >7Y),car or other,25,No credits,own,2,j_skilled employee/official,1,none,0
CC >= 200 €,21,existing credits paid back duly till now,education,2319,< 100 €,< 1 Y,[20- 25),male:divorced/separated,none,res < 1Y,car or other,33,No credits,rent,1,j_skilled employee/official,1,none,1
CC < 0 €,6,no credits taken/all credits paid back duly,car (new),1374,unknown/ no savings account,unemployed,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),Savings agreement/life insurance,75,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],18,existing credits paid back duly till now,furniture/equipment,3612,< 100 €,>= 7 Y,[25- 35),female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,37,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,48,no credits taken/all credits paid back duly,car (new),7763,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,42,Other banks,for free,1,j_management/self-employed/highly qualified employee/ officer,1,none,1
CC >= 200 €,18,no credits taken/all credits paid back duly,furniture/equipment,3049,< 100 €,< 1 Y,<[20- 25)0%,female:divorced/separated/married,none,res < 1Y,Savings agreement/life insurance,45,Credit stores,own,1,j_unskilled,1,none,0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,radio/television,1534,< 100 €,< 1 Y,<[20- 25)0%,male:married/widowed,none,res < 1Y,real estate,23,No credits,rent,1,j_skilled employee/official,1,none,1
No account,24,all credits at this bank paid back duly,car (new),2032,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,60,No credits,for free,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,30,no credits taken/all credits paid back duly,furniture/equipment,6350,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res >7Y,Savings agreement/life insurance,31,No credits,own,1,j_skilled employee/official,1,none,1
CC >= 200 €,18,no credits taken/all credits paid back duly,furniture/equipment,2864,< 100 €,[1 - 4) Y,[20- 25),male:single,none,res < 1Y,real estate,34,No credits,own,1,j_unskilled,2,none,1
No account,12,existing credits paid back duly till now,car (new),1255,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,real estate,61,No credits,own,2,j_unskilled,1,none,0
CC < 0 €,24,all credits at this bank paid back duly,car (new),1333,< 100 €,unemployed,>35%,male:single,none,res_[1- res >7Y),real estate,43,No credits,for free,2,j_skilled employee/official,2,none,1
No account,24,existing credits paid back duly till now,car (new),2022,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res >7Y,car or other,37,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,24,no credits taken/all credits paid back duly,radio/television,1552,< 100 €,[4 - 7) Y,[25- 35),male:single,none,res < 1Y,car or other,32,Other banks,own,1,j_skilled employee/official,2,none,0
CC < 0 €,12,critical account in other  bank,radio/television,626,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,24,Other banks,own,1,j_unskilled,1,none,1
No account,48,existing credits paid back duly till now,car (used),8858,unknown/ no savings account,[4 - 7) Y,[20- 25),male:single,none,res < 1Y,unknown / no property,35,No credits,for free,2,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,12,existing credits paid back duly till now,repairs,996,unknown/ no savings account,[4 - 7) Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,23,No credits,own,2,j_skilled employee/official,1,none,0
No account,6,critical account in other  bank,radio/television,1750,[500 - 1000),>= 7 Y,[20- 25),male:single,none,res >7Y,Savings agreement/life insurance,45,Other banks,own,1,j_unskilled,2,none,0
CC < 0 €,48,no credits taken/all credits paid back duly,radio/television,6999,< 100 €,[4 - 7) Y,<[20- 25)0%,male:married/widowed,guarantor,res < 1Y,real estate,34,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",1
CC [0 - 200 €],12,existing credits paid back duly till now,car (new),1995,[100 - 500),< 1 Y,>35%,male:single,none,res < 1Y,car or other,27,No credits,own,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],9,no credits taken/all credits paid back duly,education,1199,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,67,No credits,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,radio/television,1331,< 100 €,< 1 Y,[20- 25),male:single,none,res < 1Y,car or other,22,Credit stores,own,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],18,delay in paying off,car (new),2278,[100 - 500),< 1 Y,[25- 35),female:divorced/separated/married,none,res_[res >7Y- 7),car or other,28,No credits,own,2,j_skilled employee/official,1,none,1
No account,21,delay in paying off,car (new),5003,unknown/ no savings account,[1 - 4) Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,29,Other banks,own,2,j_skilled employee/official,1,"yes, registered under the customers name",1
CC < 0 €,24,critical account in other  bank,furniture/equipment,3552,< 100 €,[4 - 7) Y,[25- 35),male:single,none,res >7Y,car or other,27,Other banks,own,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],18,existing credits paid back duly till now,furniture/equipment,1928,< 100 €,< 1 Y,[20- 25),male:single,none,res_[1- res >7Y),real estate,31,No credits,own,2,j_unskilled,1,none,1
CC < 0 €,24,no credits taken/all credits paid back duly,car (used),2964,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,49,Other banks,for free,1,j_skilled employee/official,2,"yes, registered under the customers name",0
CC < 0 €,24,critical account in other  bank,radio/television,1546,< 100 €,[4 - 7) Y,>35%,male:single,guarantor,res >7Y,car or other,24,Other banks,rent,1,j_unskilled,1,none,1
CC >= 200 €,6,all credits at this bank paid back duly,radio/television,683,< 100 €,< 1 Y,[20- 25),female:divorced/separated/married,none,res < 1Y,Savings agreement/life insurance,29,Other banks,own,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],36,no credits taken/all credits paid back duly,car (new),12389,unknown/ no savings account,[1 - 4) Y,<[20- 25)0%,male:single,none,res >7Y,unknown / no property,37,No credits,for free,1,j_skilled employee/official,1,"yes, registered under the customers name",1
CC [0 - 200 €],24,all credits at this bank paid back duly,business,4712,unknown/ no savings account,[1 - 4) Y,>35%,male:single,none,res_[1- res >7Y),Savings agreement/life insurance,37,Other banks,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],24,all credits at this bank paid back duly,radio/television,1553,[100 - 500),[4 - 7) Y,[25- 35),female:divorced/separated/married,none,res_[1- res >7Y),Savings agreement/life insurance,23,No credits,rent,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,12,no credits taken/all credits paid back duly,car (new),1372,< 100 €,[4 - 7) Y,[20- 25),male:divorced/separated,none,res_[res >7Y- 7),car or other,36,No credits,own,1,j_skilled employee/official,1,none,1
No account,24,existing credits paid back duly till now,radio/television,2578,>= 1000 €,>= 7 Y,[20- 25),male:single,none,res_[1- res >7Y),car or other,34,No credits,own,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],48,no credits taken/all credits paid back duly,radio/television,3979,unknown/ no savings account,[4 - 7) Y,>35%,male:single,none,res < 1Y,car or other,41,No credits,own,2,j_skilled employee/official,2,"yes, registered under the customers name",0
CC < 0 €,48,no credits taken/all credits paid back duly,radio/television,6758,< 100 €,[1 - 4) Y,[25- 35),female:divorced/separated/married,none,res_[1- res >7Y),car or other,31,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",1
CC < 0 €,24,no credits taken/all credits paid back duly,furniture/equipment,3234,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,23,No credits,rent,1,j_unskilled,1,"yes, registered under the customers name",1
No account,30,existing credits paid back duly till now,radio/television,5954,< 100 €,[4 - 7) Y,[25- 35),male:single,co-applicant,res_[1- res >7Y),car or other,38,No credits,own,1,j_skilled employee/official,1,none,0
No account,24,no credits taken/all credits paid back duly,car (used),5433,unknown/ no savings account,unemployed,[20- 25),female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,26,No credits,rent,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC < 0 €,15,no credits taken/all credits paid back duly,business,806,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,22,No credits,own,1,j_unskilled,1,none,0
CC [0 - 200 €],9,no credits taken/all credits paid back duly,radio/television,1082,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,car or other,27,No credits,own,2,j_unskilled,1,none,0
No account,15,existing credits paid back duly till now,furniture/equipment,2788,< 100 €,[4 - 7) Y,[20- 25),female:divorced/separated/married,co-applicant,res_[res >7Y- 7),car or other,24,Other banks,own,2,j_skilled employee/official,1,none,0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,radio/television,2930,< 100 €,[4 - 7) Y,[20- 25),female:divorced/separated/married,none,res < 1Y,real estate,27,No credits,own,1,j_skilled employee/official,1,none,0
No account,24,existing credits paid back duly till now,education,1927,unknown/ no savings account,[1 - 4) Y,[25- 35),female:divorced/separated/married,none,res_[1- res >7Y),car or other,33,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],36,existing credits paid back duly till now,car (new),2820,< 100 €,< 1 Y,>35%,male:divorced/separated,none,res >7Y,car or other,27,No credits,own,2,j_skilled employee/official,1,none,1
No account,24,no credits taken/all credits paid back duly,retraining,937,< 100 €,< 1 Y,>35%,male:married/widowed,none,res_[res >7Y- 7),car or other,27,No credits,own,2,j_unskilled,1,none,0
CC [0 - 200 €],18,existing credits paid back duly till now,car (new),1056,< 100 €,>= 7 Y,[25- 35),male:single,guarantor,res_[res >7Y- 7),real estate,30,Other banks,own,2,j_skilled employee/official,1,none,1
CC [0 - 200 €],12,existing credits paid back duly till now,car (new),3124,< 100 €,< 1 Y,<[20- 25)0%,male:single,none,res_[res >7Y- 7),real estate,49,Other banks,own,2,j_unskilled,2,none,0
No account,9,no credits taken/all credits paid back duly,furniture/equipment,1388,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),real estate,26,No credits,rent,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],36,no credits taken/all credits paid back duly,repairs,2384,< 100 €,< 1 Y,>35%,male:single,none,res < 1Y,unknown / no property,33,No credits,rent,1,j_unskilled,1,none,1
No account,12,no credits taken/all credits paid back duly,car (new),2133,unknown/ no savings account,>= 7 Y,>35%,female:divorced/separated/married,none,res >7Y,unknown / no property,52,No credits,for free,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC < 0 €,18,no credits taken/all credits paid back duly,furniture/equipment,2039,< 100 €,[1 - 4) Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,real estate,20,Other banks,rent,1,j_skilled employee/official,1,none,1
CC < 0 €,9,existing credits paid back duly till now,car (new),2799,< 100 €,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),real estate,36,No credits,rent,2,j_skilled employee/official,2,none,0
CC < 0 €,12,no credits taken/all credits paid back duly,furniture/equipment,1289,< 100 €,[1 - 4) Y,>35%,male:single,guarantor,res < 1Y,Savings agreement/life insurance,21,No credits,own,1,j_unskilled,1,none,0
CC < 0 €,18,no credits taken/all credits paid back duly,domestic appliances,1217,< 100 €,[1 - 4) Y,>35%,male:married/widowed,none,res_[res >7Y- 7),real estate,47,No credits,own,1,j_unskilled,1,"yes, registered under the customers name",1
CC < 0 €,12,existing credits paid back duly till now,furniture/equipment,2246,< 100 €,>= 7 Y,[25- 35),male:single,none,res_[res >7Y- 7),Savings agreement/life insurance,60,No credits,own,2,j_skilled employee/official,1,none,1
CC < 0 €,12,existing credits paid back duly till now,radio/television,385,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),real estate,58,No credits,own,4,j_unskilled,1,"yes, registered under the customers name",0
CC [0 - 200 €],24,all credits at this bank paid back duly,car (new),1965,unknown/ no savings account,[1 - 4) Y,>35%,female:divorced/separated/married,none,res >7Y,car or other,42,No credits,rent,2,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,21,no credits taken/all credits paid back duly,business,1572,>= 1000 €,>= 7 Y,>35%,female:divorced/separated/married,none,res >7Y,real estate,36,Other banks,own,1,j_unskilled,1,none,0
CC [0 - 200 €],24,no credits taken/all credits paid back duly,car (new),2718,< 100 €,[1 - 4) Y,[25- 35),female:divorced/separated/married,none,res >7Y,Savings agreement/life insurance,20,No credits,rent,1,j_unskilled,1,"yes, registered under the customers name",1
CC < 0 €,24,critical account in other  bank,car (used)0,1358,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res_[res >7Y- 7),car or other,40,Credit stores,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",1
CC [0 - 200 €],6,critical account in other  bank,car (new),931,[100 - 500),< 1 Y,<[20- 25)0%,female:divorced/separated/married,none,res < 1Y,Savings agreement/life insurance,32,Credit stores,own,1,j_unskilled,1,none,1
CC < 0 €,24,no credits taken/all credits paid back duly,car (new),1442,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,none,res >7Y,car or other,23,No credits,rent,2,j_skilled employee/official,1,none,1
CC [0 - 200 €],24,delay in paying off,business,4241,< 100 €,[1 - 4) Y,<[20- 25)0%,male:single,none,res >7Y,real estate,36,No credits,own,3,j_unskilled,1,"yes, registered under the customers name",1
No account,18,existing credits paid back duly till now,car (new),2775,< 100 €,[4 - 7) Y,[20- 25),male:single,none,res_[1- res >7Y),Savings agreement/life insurance,31,Other banks,own,2,j_skilled employee/official,1,none,1
No account,24,all credits at this bank paid back duly,business,3863,< 100 €,[1 - 4) Y,<[20- 25)0%,male:single,none,res_[1- res >7Y),unknown / no property,32,No credits,for free,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],7,no credits taken/all credits paid back duly,radio/television,2329,< 100 €,< 1 Y,<[20- 25)0%,female:divorced/separated/married,guarantor,res < 1Y,real estate,45,No credits,own,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],9,no credits taken/all credits paid back duly,furniture/equipment,918,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res < 1Y,Savings agreement/life insurance,30,No credits,own,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],24,critical account in other  bank,education,1837,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,none,res >7Y,unknown / no property,34,Other banks,for free,1,j_unskilled,1,none,1
No account,36,no credits taken/all credits paid back duly,furniture/equipment,3349,< 100 €,[1 - 4) Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),car or other,28,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",1
CC >= 200 €,10,no credits taken/all credits paid back duly,furniture/equipment,1275,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),Savings agreement/life insurance,23,No credits,own,1,j_skilled employee/official,1,none,0
CC < 0 €,24,critical account in other  bank,furniture/equipment,2828,[500 - 1000),[1 - 4) Y,>35%,male:single,none,res >7Y,real estate,22,Credit stores,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,24,existing credits paid back duly till now,business,4526,< 100 €,[1 - 4) Y,[25- 35),male:single,none,res_[1- res >7Y),real estate,74,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],36,no credits taken/all credits paid back duly,radio/television,2671,[100 - 500),[1 - 4) Y,>35%,female:divorced/separated/married,co-applicant,res >7Y,unknown / no property,50,No credits,for free,1,j_skilled employee/official,1,none,1
No account,18,no credits taken/all credits paid back duly,radio/television,2051,< 100 €,< 1 Y,>35%,male:single,none,res < 1Y,real estate,33,No credits,own,1,j_skilled employee/official,1,none,0
No account,15,no credits taken/all credits paid back duly,car (used),1300,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res >7Y,unknown / no property,45,Other banks,for free,1,j_skilled employee/official,2,none,0
CC < 0 €,12,no credits taken/all credits paid back duly,domestic appliances,741,[100 - 500),unemployed,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),Savings agreement/life insurance,22,No credits,own,1,j_skilled employee/official,1,none,1
CC >= 200 €,10,no credits taken/all credits paid back duly,car (new),1240,[100 - 500),>= 7 Y,<[20- 25)0%,female:divorced/separated/married,none,res >7Y,unknown / no property,48,No credits,for free,1,j_unskilled,2,none,1
CC < 0 €,21,no credits taken/all credits paid back duly,radio/television,3357,>= 1000 €,< 1 Y,>35%,female:divorced/separated/married,none,res_[1- res >7Y),car or other,29,Other banks,own,1,j_skilled employee/official,1,none,0
CC < 0 €,24,critical account in other  bank,car (used),3632,< 100 €,[1 - 4) Y,<[20- 25)0%,female:divorced/separated/married,guarantor,res >7Y,car or other,22,Other banks,rent,1,j_skilled employee/official,1,none,0
No account,18,all credits at this bank paid back duly,furniture/equipment,1808,< 100 €,[4 - 7) Y,>35%,female:divorced/separated/married,none,res < 1Y,real estate,22,No credits,own,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],48,delay in paying off,business,12204,unknown/ no savings account,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),car or other,48,Other banks,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],60,all credits at this bank paid back duly,radio/television,9157,unknown/ no savings account,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),unknown / no property,27,No credits,for free,1,j_management/self-employed/highly qualified employee/ officer,1,none,0
CC < 0 €,6,existing credits paid back duly till now,car (new),3676,< 100 €,[1 - 4) Y,<[20- 25)0%,male:single,none,res_[res >7Y- 7),real estate,37,No credits,rent,3,j_skilled employee/official,2,none,0
CC [0 - 200 €],30,no credits taken/all credits paid back duly,furniture/equipment,3441,[100 - 500),[1 - 4) Y,[20- 25),female:divorced/separated/married,co-applicant,res >7Y,car or other,21,No credits,rent,1,j_skilled employee/official,1,none,1
No account,12,no credits taken/all credits paid back duly,car (new),640,< 100 €,[1 - 4) Y,>35%,male:divorced/separated,none,res_[1- res >7Y),real estate,49,No credits,own,1,j_unskilled,1,none,0
CC [0 - 200 €],21,existing credits paid back duly till now,business,3652,< 100 €,[4 - 7) Y,[20- 25),male:single,none,res_[res >7Y- 7),Savings agreement/life insurance,27,No credits,own,2,j_skilled employee/official,1,none,0
No account,18,existing credits paid back duly till now,car (new),1530,< 100 €,[1 - 4) Y,[25- 35),male:single,none,res_[1- res >7Y),Savings agreement/life insurance,32,Other banks,own,2,j_skilled employee/official,1,none,1
No account,48,no credits taken/all credits paid back duly,business,3914,unknown/ no savings account,[1 - 4) Y,>35%,male:divorced/separated,none,res_[1- res >7Y),real estate,38,Other banks,own,1,j_skilled employee/official,1,none,1
CC < 0 €,12,no credits taken/all credits paid back duly,furniture/equipment,1858,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res < 1Y,car or other,22,No credits,rent,1,j_skilled employee/official,1,none,0
CC < 0 €,18,no credits taken/all credits paid back duly,radio/television,2600,< 100 €,[1 - 4) Y,>35%,male:single,none,res >7Y,unknown / no property,65,No credits,for free,2,j_skilled employee/official,1,none,1
No account,15,no credits taken/all credits paid back duly,radio/television,1979,unknown/ no savings account,>= 7 Y,>35%,male:single,none,res_[1- res >7Y),car or other,35,No credits,own,1,j_skilled employee/official,1,none,0
CC >= 200 €,6,no credits taken/all credits paid back duly,furniture/equipment,2116,< 100 €,[1 - 4) Y,[20- 25),male:single,none,res_[1- res >7Y),real estate,41,No credits,own,1,j_skilled employee/official,1,"yes, registered under the customers name",0
CC [0 - 200 €],9,critical account in other  bank,car (new),1437,[100 - 500),[4 - 7) Y,[20- 25),male:single,none,res_[res >7Y- 7),unknown / no property,29,No credits,own,1,j_skilled employee/official,1,none,1
No account,42,existing credits paid back duly till now,furniture/equipment,4042,[500 - 1000),[1 - 4) Y,>35%,male:single,none,res >7Y,real estate,36,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,9,no credits taken/all credits paid back duly,education,3832,unknown/ no savings account,>= 7 Y,<[20- 25)0%,male:single,none,res >7Y,real estate,64,No credits,own,1,j_unskilled,1,none,0
CC < 0 €,24,no credits taken/all credits paid back duly,radio/television,3660,< 100 €,[1 - 4) Y,[20- 25),female:divorced/separated/married,none,res >7Y,car or other,28,No credits,own,1,j_skilled employee/official,1,none,0
CC < 0 €,18,critical account in other  bank,furniture/equipment,1553,< 100 €,[1 - 4) Y,>35%,male:single,none,res_[res >7Y- 7),car or other,44,Other banks,own,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],15,no credits taken/all credits paid back duly,radio/television,1444,unknown/ no savings account,< 1 Y,>35%,male:single,none,res < 1Y,Savings agreement/life insurance,23,No credits,own,1,j_skilled employee/official,1,none,0
No account,9,no credits taken/all credits paid back duly,furniture/equipment,1980,< 100 €,< 1 Y,[20- 25),female:divorced/separated/married,co-applicant,res_[1- res >7Y),car or other,19,No credits,rent,2,j_skilled employee/official,1,none,1
CC [0 - 200 €],24,no credits taken/all credits paid back duly,car (new),1355,< 100 €,< 1 Y,[25- 35),female:divorced/separated/married,none,res >7Y,car or other,25,No credits,own,1,j_unskilled,1,"yes, registered under the customers name",1
No account,12,no credits taken/all credits paid back duly,education,1393,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,Savings agreement/life insurance,47,Other banks,own,3,j_skilled employee/official,2,"yes, registered under the customers name",0
No account,24,no credits taken/all credits paid back duly,radio/television,1376,[500 - 1000),[4 - 7) Y,>35%,female:divorced/separated/married,none,res < 1Y,car or other,28,No credits,own,1,j_skilled employee/official,1,none,0
No account,60,all credits at this bank paid back duly,radio/television,15653,< 100 €,[4 - 7) Y,[20- 25),male:single,none,res >7Y,car or other,21,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
No account,12,no credits taken/all credits paid back duly,radio/television,1493,< 100 €,< 1 Y,>35%,female:divorced/separated/married,none,res_[res >7Y- 7),car or other,34,No credits,own,1,j_skilled employee/official,2,none,0
CC < 0 €,42,all credits at this bank paid back duly,radio/television,4370,< 100 €,[4 - 7) Y,[25- 35),male:single,none,res_[1- res >7Y),Savings agreement/life insurance,26,Other banks,own,2,j_skilled employee/official,2,"yes, registered under the customers name",1
CC < 0 €,18,no credits taken/all credits paid back duly,education,750,< 100 €,unemployed,>35%,female:divorced/separated/married,none,res < 1Y,real estate,27,No credits,own,1,j_unemployed,1,none,1
CC [0 - 200 €],15,no credits taken/all credits paid back duly,repairs,1308,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,car or other,38,No credits,own,2,j_unskilled,1,none,0
No account,15,no credits taken/all credits paid back duly,education,4623,[100 - 500),[1 - 4) Y,[25- 35),male:single,none,res_[1- res >7Y),Savings agreement/life insurance,40,No credits,own,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",1
No account,24,existing credits paid back duly till now,radio/television,1851,< 100 €,[4 - 7) Y,>35%,male:married/widowed,guarantor,res_[1- res >7Y),car or other,33,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,18,existing credits paid back duly till now,radio/television,1880,< 100 €,[4 - 7) Y,>35%,male:married/widowed,none,res < 1Y,Savings agreement/life insurance,32,No credits,own,2,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
No account,36,all credits at this bank paid back duly,business,7980,unknown/ no savings account,< 1 Y,>35%,male:single,none,res >7Y,car or other,27,No credits,rent,2,j_skilled employee/official,1,"yes, registered under the customers name",1
CC < 0 €,30,delay in paying off,furniture/equipment,4583,< 100 €,[1 - 4) Y,[20- 25),male:divorced/separated,guarantor,res_[1- res >7Y),real estate,32,No credits,own,2,j_skilled employee/official,1,none,0
No account,12,no credits taken/all credits paid back duly,car (new),1386,[500 - 1000),[1 - 4) Y,[20- 25),female:divorced/separated/married,none,res_[1- res >7Y),Savings agreement/life insurance,26,No credits,own,1,j_skilled employee/official,1,none,1
CC >= 200 €,24,no credits taken/all credits paid back duly,car (new),947,< 100 €,[4 - 7) Y,>35%,male:single,none,res_[res >7Y- 7),unknown / no property,38,Other banks,for free,1,j_skilled employee/official,2,none,1
CC < 0 €,12,no credits taken/all credits paid back duly,education,684,< 100 €,[1 - 4) Y,>35%,male:single,none,res >7Y,car or other,40,No credits,rent,1,j_unskilled,2,none,1
CC < 0 €,48,no credits taken/all credits paid back duly,education,7476,< 100 €,[4 - 7) Y,>35%,male:single,none,res < 1Y,unknown / no property,50,No credits,for free,1,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,furniture/equipment,1922,< 100 €,[1 - 4) Y,>35%,male:single,none,res_[1- res >7Y),Savings agreement/life insurance,37,No credits,own,1,j_unskilled,1,none,1
CC < 0 €,24,no credits taken/all credits paid back duly,car (new),2303,< 100 €,>= 7 Y,>35%,male:single,co-applicant,res < 1Y,real estate,45,No credits,own,1,j_skilled employee/official,1,none,1
CC [0 - 200 €],36,all credits at this bank paid back duly,car (new),8086,[100 - 500),>= 7 Y,[20- 25),male:single,none,res >7Y,car or other,42,No credits,own,4,j_management/self-employed/highly qualified employee/ officer,1,"yes, registered under the customers name",1
No account,24,existing credits paid back duly till now,car (used),2346,< 100 €,[4 - 7) Y,>35%,male:single,none,res_[res >7Y- 7),car or other,35,No credits,own,2,j_skilled employee/official,1,"yes, registered under the customers name",0
CC < 0 €,14,no credits taken/all credits paid back duly,car (new),3973,< 100 €,unemployed,<[20- 25)0%,male:single,none,res >7Y,unknown / no property,22,No credits,for free,1,j_skilled employee/official,1,none,0
CC [0 - 200 €],12,no credits taken/all credits paid back duly,car (new),888,< 100 €,>= 7 Y,>35%,male:single,none,res >7Y,car or other,41,Other banks,own,1,j_unskilled,2,none,1
